user,id,tweet,replies,retweets,likes,quotes,date,cleaned_tweet,predicted_stance,lat,lng
GovPeterShumlin,735880726952988672,"After misleading the public for decades on #climatechange, Exxon is hoping for Paris Accord to fail? Time to #divest https://t.co/RzacOpCuYS",0.0,9.0,4,0,2016-05-26T17:10:11+00:00,after misleading the public for decades on  exxon is hoping for paris accord to fail time to,Pro,42.9749197,-72.52215749999998
GovPeterShumlin,703232177379512320,Exxon fails to recognize #NY's investigation or #climatechange risk. Time for #VT to divest. #ExxonKnew  https://t.co/QY8zkWYj5d,2.0,1.0,2,0,2016-02-26T14:56:31+00:00,exxon fails to recognize  investigation or  risk time for  to divest,Pro,42.9749197,-72.52215749999998
GovPeterShumlin,696781920651317248,ExxonMobil is rejecting engagement by shareholders on #climatechange. One more reason #VT should divest now https://t.co/unmraTjCxB,3.0,7.0,11,0,2016-02-08T19:45:30+00:00,exxonmobil is rejecting engagement by shareholders on  one more reason  should divest now,Pro,42.9748,-72.52176
GovPeterShumlin,694879538161938432,In 1986 #VT used divestment to respond to apartheid. It's time to do the same on #climatechange &amp; divest from coal https://t.co/Wsys43rr1j,0.0,9.0,10,0,2016-02-03T13:46:06+00:00,in 1986  used divestment to respond to apartheid its time to do the same on  amp divest from coal,Pro,42.9749197,-72.52215749999998
GovPeterShumlin,628274398215151616,"Thanks to @POTUS &amp; new environmental regulations to combat #climatechange, today is a good day for planet earth http://t.co/1Mqk14dCg4 #vt",1.0,9.0,9,0,2015-08-03T18:41:03+00:00,thanks to  amp new environmental regulations to combat  today is a good day for planet earth,Pro,42.9749197,-72.52215749999998
GovPeterShumlin,599298555464024064,"Thx to the Senate for passing #cleanenergy bill that will create jobs, reduce energy costs for #vt'ers &amp; help us combat #climatechange",2.0,0.0,2,0,2015-05-15T19:41:24+00:00,thx to the senate for passing  bill that will create jobs reduce energy costs for  amp help us combat,Pro,42.9749197,-72.52215749999998
AncaGurzu,994976534162178048,Poorer countries fear getting stuck with pricey tabs in the fight against #climatechange putting them at odds with wealthier nations — and threatening the Paris climate deal. @MaKaOro reports from Bonn. https://t.co/5O3JCIJZik #COP24 #SB48Bonn,0.0,0.0,3,0,2018-05-11T16:24:26+00:00,poorer countries fear getting stuck with pricey tabs in the fight against  putting them at odds with wealthier nations  and threatening the paris climate deal  reports from bonn,Pro,,
AncaGurzu,933756333471535106,"#energyvisions2017 One cannot underestimate the importance of urgency in dealing with #climatechange especially for a small island state, Fiji's @nazhatskhan says at @EnergyVisionsEU event",0.0,0.0,2,0,2017-11-23T17:57:12+00:00,one cannot underestimate the importance of urgency in dealing with  especially for a small island state fijis  says at  event,Pro,,
AncaGurzu,929984475207012353,Top US Democrats have a #COP23 message: Donald Trump doesnt speak for the whole US #climatechange https://t.co/KQZGtDHUpC,0.0,0.0,0,0,2017-11-13T08:09:11+00:00,top us democrats have a  message donald trump doesnt speak for the whole us,Pro,,
AncaGurzu,725955241447952384,"The #Arctic ice is melting. Bad for polar bears, good for icebreakers sector.  #Finland #climatechange #climate  https://t.co/fVnkqH4zDs",0.0,1.0,0,0,2016-04-29T07:49:51+00:00,the  ice is melting bad for polar bears good for icebreakers sector,Neutral,,
fondamedaUE,941615549695619073,Merci @Solidartn @LobnaJeribi de mettre en haut de l'agenda politique #climatechange #RenewableEnergy au centre coopération #UE - #Tunisie des objectifs partagés par @fondamedaUE https://t.co/S3Ro1fQRqN,0.0,3.0,2,0,2017-12-15T10:26:56+00:00,merci   de mettre en haut de lagenda politique   au centre coopération    des objectifs partagés par,Neutral,50.8465573,4.351697
JackieForrest,1121050685032677377,Yale360 article concludes that planting 1.2 trillion trees can cancel out a decade of CO2 “this is our most powerful weapon in the fight against climate change” #climatechange #GHG  thanks @TheEnergyGang @JigarShahDC for flagging article https://t.co/OQlyuNJsgB,4.0,16.0,24,2,2019-04-24T13:58:06+00:00,yale360 article concludes that planting 12 trillion trees can cancel out a decade of co2 this is our most powerful weapon in the fight against climate change    thanks   for flagging article,Pro,,
JackieForrest,1074700824339656704,"Article from CBC on #COP24 outcomes, including a rulebook on how to report #GHG &amp; financial commitments, but no agreement for a mechanism for trading emissions globally -- this is ""missed opportunity"" for #Canada #GHG #climatechange https://t.co/ujl51J1BsR",0.0,1.0,3,0,2018-12-17T16:20:18+00:00,article from cbc on  outcomes including a rulebook on how to report  amp financial commitments but no agreement for a mechanism for trading emissions globally  this is missed opportunity for,Pro,,
JackieForrest,1069728967962161157,"Shell will make commitments to cut #GHG by 2020 and link these targets with executive pay, @Shell says they are the first major energy company to put this policy in place #energy #oil #climatechange https://t.co/RokDFc7sPC",9.0,54.0,106,16,2018-12-03T23:03:55+00:00,shell will make commitments to cut  by 2020 and link these targets with executive pay  says they are the first major energy company to put this policy in place,Pro,,
YaleBlueGreen,1032747245647609856,"#YaleAlumni journalists, are you writing about the impact of climate change on California’s wildfires? Check out this @sejorg tipsheet.",0.0,0.0,0,0,2018-08-23T21:51:45+00:00,journalists are you writing about the impact of climate change on californias wildfires check out this  tipsheet,Pro,,
YaleBlueGreen,1016118300496027648,"Looking for a new way to inspire #climatechange action? Consider the “love, fear, love” narrative as eloquently described by @DoctorVive @medium.

https://t.co/n7ZCQKKrvm",1.0,3.0,4,0,2018-07-09T00:34:16+00:00,looking for a new way to inspire  action consider the love fear love narrative as eloquently described by,Pro,,
YaleBlueGreen,755832573524340736,"Spend your evening with some stars of #climatechange solutions!
Tickets &amp; info at https://t.co/kbJSz8cGbV
#Yale",0.0,0.0,0,0,2016-07-20T18:31:42+00:00,"spend your evening with some stars of  solutions
tickets amp info at",Pro,,
YaleBlueGreen,755460254763278336,Familiar with impacts of #climatechange? What about multi-sector solutions? Join Yale experts on July 20 in NYC. https://t.co/kbJSz8cGbV,0.0,0.0,0,0,2016-07-19T17:52:15+00:00,familiar with impacts of  what about multisector solutions join yale experts on july 20 in nyc,Pro,,
YaleBlueGreen,755199498356424704,"Do you know the impacts of #climatechange on social justice? @man_dolin @nrdc will talk about solutions on July 20.
https://t.co/kbJSz8cGbV",0.0,0.0,1,0,2016-07-19T00:36:05+00:00,do you know the impacts of  on social justice   will talk about solutions on july 20,Pro,,
YaleBlueGreen,755198832477147136,#Urbandesign &amp; policy affect #climatechange. @Rit_Aggarwala talks about impacts and solutions on July 20. Tickets https://t.co/kbJSz8cGbV.,0.0,0.0,0,0,2016-07-19T00:33:27+00:00,amp policy affect   talks about impacts and solutions on july 20 tickets,Pro,,
YaleBlueGreen,730552504568545280,"8 approaches to curbing energy use on Yale's campus. #climatechange #carboncharge
https://t.co/DuA3unno92 https://t.co/BX7rEppauH",0.0,1.0,0,0,2016-05-12T00:17:44+00:00,8 approaches to curbing energy use on yales campus,Pro,,
t_jacksonmusic,795296347251412992,"Free on #iTunes today, a must watch #BeforetheFlood - #MakeAChange #carbonfootprint #globalwarming #climatechange  https://t.co/CIjoiKUCx1",0.0,0.0,0,0,2016-11-06T16:06:39+00:00,free on  today a must watch,Pro,43.70011,-79.4163
t_jacksonmusic,680128312228888576,#MerryChristmas is this weather for real!? #globalwarming #December2Remember https://t.co/QzETqjsicD,0.0,1.0,2,0,2015-12-24T20:50:00+00:00,is this weather for real,Pro,43.70011,-79.4163
IpsiaT,1046313070577020928,"#climatechange is real! #DisasterRiskReduction together with better and new environmental, industrial and economic policies are the only solutions to tackle #NaturalDisasters which are now more frequent and more powerful. #indonesiatsunami",0.0,0.0,1,0,2018-09-30T08:17:30+00:00,is real  together with better and new environmental industrial and economic policies are the only solutions to tackle  which are now more frequent and more powerful,Pro,46.067870000000006,11.12108
nicoleevette,940333689011146753,"Come to Chicago! No wildfires, no hurricanes.  It's just cold...
#CaliforniaWildfires #climatechange #climate",0.0,0.0,0,0,2017-12-11T21:33:16+00:00,come to chicago no wildfires no hurricanes  its just cold,Pro,,
blogactionday,4909171302,"Now over 27,000 Blog Action Day #climatechange posts today! http://bit.ly/Re5cC #BAD09",0.0,0.0,0,0,2009-10-16T05:20:48+00:00,now over 27000 blog action day  posts today,Pro,,
blogactionday,4828151331,About to hit 6000 blogs ready to write about #climatechange on Thursday Oct. 15! Haven't signed up yet? http://bit.ly/VSCtZ,0.0,0.0,1,0,2009-10-13T05:10:32+00:00,about to hit 6000 blogs ready to write about  on thursday oct 15 havent signed up yet,Pro,,
blogactionday,4715525189,1 week until #BAD09. So far 4700+ bloggers with 11 million+ readers will blog about #climatechange on 10/15 http://bit.ly/VSCtZ,0.0,0.0,0,0,2009-10-08T19:59:11+00:00,1 week until  so far 4700 bloggers with 11 million readers will blog about  on 1015,Pro,,
blogactionday,4687600822,RT @1Sky: We just registered for @BlogActionDay! (Oct 15) Read our post about it and register your blog. http://bit.ly/ARg7f #climatechange,0.0,0.0,0,0,2009-10-07T17:43:16+00:00,rt  we just registered for  oct 15 read our post about it and register your blog,Neutral,,
blogactionday,4330263005,Bloggers in 54 countries signed up so far  to confront #climatechange on 10/15 for Blog Action Day 2009 http://bit.ly/ZSLIf,0.0,0.0,1,0,2009-09-24T01:08:10+00:00,bloggers in 54 countries signed up so far  to confront  on 1015 for blog action day 2009,Pro,,
blogactionday,4329435767,"Thanks to great #climatechange groups helping to spread the Blog Action Day 09 word, @greenpeace  @WWF_climate @350buzz  @tcktcktck #BAD09",0.0,0.0,0,0,2009-09-24T00:31:09+00:00,thanks to great  groups helping to spread the blog action day 09 word,Pro,,
blogactionday,4323726791,New October 15 Blog Action Day 09 video in HD on our homepage: http://bit.ly/ZSLIf #BAD09 #climateweek #climatechange,0.0,0.0,0,0,2009-09-23T20:01:02+00:00,new october 15 blog action day 09 video in hd on our homepage,Pro,,
Mobile_Edge,1076195372312260614,December 21. First day of #Winter. Installing #remotecarstarters at #mobileedge with the bay doors wide open. #61degreesinwinter #globalwarming https://t.co/26nxeEhjux,0.0,0.0,0,0,2018-12-21T19:19:06+00:00,december 21 first day of  installing  at  with the bay doors wide open,Pro,40.8339907,-75.71355679999998
KenStreater,707999974869438464,"""We used to depend on nature. Now nature depends on us."" Watch https://t.co/UN8Rwy8xbm #socialgood #leadership #climatechange #adventure",0.0,0.0,0,0,2016-03-10T18:42:02+00:00,we used to depend on nature now nature depends on us watch,Pro,44.27262,-121.17392
KenStreater,685904207329689600,Local community works with national gov't to save the world. https://t.co/oIRyhIR7LQ #communitygrowth #climatechange https://t.co/fEB838AHF2,0.0,0.0,0,0,2016-01-09T19:21:21+00:00,local community works with national govt to save the world,Pro,44.2726203,-121.1739212
GrindstoneLit,1119899971246002178,"On this bank holiday Sunday, if you're in the mood to do something good, support the #GlobalDealForNature, calling on world leaders to protect half of our lands and seas. Sign the petition at https://t.co/XBboBUyKKh

Change is now!

#climatechange #writingcommunity https://t.co/9pWRjBKPh0",0.0,1.0,1,0,2019-04-21T09:45:34+00:00,"on this bank holiday sunday if youre in the mood to do something good support the  calling on world leaders to protect half of our lands and seas sign the petition at 

change is now",Pro,,
jenniferdorner,1004870649423257605,"I'm on a train @VIA_Rail and am eating an apple that came sliced and in a plastic bag. I'm pretty sure there is a more cost-effective, simpler way of serving an apple. Although I do enjoy the humour of ""no sugar added"" on the packaging. #environment #climatechange https://t.co/bHBhn45ysh",1.0,0.0,1,0,2018-06-07T23:40:07+00:00,im on a train  and am eating an apple that came sliced and in a plastic bag im pretty sure there is a more costeffective simpler way of serving an apple although i do enjoy the humour of no sugar added on the packaging,Neutral,,
indigenousmaps,1002634994232143873,"Cool app by @Right_Mesh - a decentralized internet network that can help communities monitor impacts of #climatechange, document traditional knowledge, and quickly share their #data and #stories with each other. 

https://t.co/Eg80KcS0dN",2.0,5.0,7,1,2018-06-01T19:36:25+00:00,cool app by   a decentralized internet network that can help communities monitor impacts of  document traditional knowledge and quickly share their  and  with each other,Pro,,
Alcoa,871748200033595392,Great learning opportunity with @Earthwatch for 8 Alcoans from around the globe to work alongside scientists on #climatechange  projects. https://t.co/pvnhMwjWWC,1.0,2.0,13,0,2017-06-05T15:19:01+00:00,great learning opportunity with  for 8 alcoans from around the globe to work alongside scientists on   projects,Pro,,
hjortur,1125702573145698304,Media Alert: The Geneva Global Initiative calls for urgent action and invites to a teleconference on the new UN report on biodiversity tomorrow at 4pm CET. https://t.co/5U4vN3rEgs #climatechange #biodiversity #climateactionnow #ClimateCrisis #MediaAlert,0.0,0.0,1,0,2019-05-07T10:03:02+00:00,media alert the geneva global initiative calls for urgent action and invites to a teleconference on the new un report on biodiversity tomorrow at 4pm cet,Pro,,
hjortur,1068468299116228609,The youth - our children - standing up for their future. Since we are failing to do so! #climatechange #youthtoday #citizendisobedience #ParisAgreement,0.0,0.0,0,0,2018-11-30T11:34:28+00:00,the youth  our children  standing up for their future since we are failing to do so,Pro,,
hjortur,1049934438405210112,Shell boss says mass reforestation needed to limit temperature rises to 1.5C https://t.co/5GffDvJPTD. -  I see an opportunity here for new business models and African development. #fcafrica #climatechange #reforestation #greenbelt,0.0,0.0,0,0,2018-10-10T08:07:31+00:00,shell boss says mass reforestation needed to limit temperature rises to 15c    i see an opportunity here for new business models and african development,Pro,,
hjortur,1047169086566932483,The Danish PM just announced his plan of stopping all sales of NEW fossil fuel cars already in the year 2030! - This transition will escalate much faster than most anticipate. #ElectricVehicles #fossilfuels #climatechange,0.0,2.0,3,0,2018-10-02T16:59:00+00:00,the danish pm just announced his plan of stopping all sales of new fossil fuel cars already in the year 2030  this transition will escalate much faster than most anticipate,Pro,,
CoralCoE,1126367460121370624,"While the cumulative effects of #climatechange &amp; #sediments on adult #corals is well researched, little is known about it's effects on their more vulnerable post-settlement life stage (at &lt;3months). Join  @Coral_Brunner  at 4:15 as he sheds some light on this. #ACRS2019 #coraloe https://t.co/VsjT8lzi2M",0.0,1.0,3,0,2019-05-09T06:05:04+00:00,while the cumulative effects of  amp  on adult  is well researched little is known about its effects on their more vulnerable postsettlement life stage at lt3months join    at 415 as he sheds some light on this,Pro,-19.2569391,146.82395369999998
CoralCoE,1126363683716763648,"Bozec Yves-Marie explains how mechanistic projections can be used to identify priorities for spatial #management &amp; intervention (i.e. #CoTS control, #waterquality improvement, #reefrestoration) at 4pm #ACRS2019. #coralcoe #climatechange #GBR #coralreef https://t.co/p7jbqbvtKy",0.0,1.0,4,0,2019-05-09T05:50:03+00:00,bozec yvesmarie explains how mechanistic projections can be used to identify priorities for spatial  amp intervention ie  control  improvement  at 4pm,Pro,-19.2569391,146.82395369999998
CoralCoE,1126290769797627904,John Shannon @ 11:15 #ACRS2019 to see how elevated CO2 due to #climatechange in coastal habitats my reduce the fitness of juvenile #snapper and cause negative consequences for future population recruitment. @CoralCoE https://t.co/BGxf32WATi,0.0,1.0,1,0,2019-05-09T01:00:19+00:00,john shannon  1115  to see how elevated co2 due to  in coastal habitats my reduce the fitness of juvenile  and cause negative consequences for future population recruitment,Pro,-19.26639,146.80569
CoralCoE,1126284414256930818,"There is a mismatch between production
&amp; consumption of algal turfs!   Consumption exceeds production in warmer seasons &amp; may have implications for #coralreef health in the face of rising temperature and #climatechange. Join  @agrabalandry  @ 10:45 #ACRS0219 #algae #coralcoe https://t.co/UsymvOCQrc",0.0,1.0,8,0,2019-05-09T00:35:04+00:00,"there is a mismatch between production
amp consumption of algal turfs   consumption exceeds production in warmer seasons amp may have implications for  health in the face of rising temperature and  join     1045",Pro,-19.2569391,146.82395369999998
CoralCoE,1125913353413627904,#Coral reef ecosystems will be forced to respond to novel environments in the near future due to #climatechange. Join Sophie  @10:15 #ACRS2019 as she describes how their best fit models identified that the effects of temperature &amp; #acidification were interactive. @CoralReefs_UQ https://t.co/AmdtWcw6P9,0.0,1.0,8,0,2019-05-08T00:00:36+00:00,reef ecosystems will be forced to respond to novel environments in the near future due to  join sophie    as she describes how their best fit models identified that the effects of temperature amp  were interactive,Pro,-19.2569391,146.82395369999998
CoralCoE,1125886795705659393,"The #GBR encompasses diverse habitats that are exposed to both #climatechange &amp; local stressors (i.e. land development, #fishing, &amp; shipping). Join @AlanaMGrech at #ACRS2019 @ 8:45 as she explores these effects to provide insight on future management opportunities for the region. https://t.co/7hneqYWMjU",0.0,1.0,15,0,2019-05-07T22:15:04+00:00,the  encompasses diverse habitats that are exposed to both  amp local stressors ie land development  amp shipping join  at   845 as she explores these effects to provide insight on future management opportunities for the region,Pro,-19.2569391,146.82395369999998
CoralCoE,1123742664065785857,"Check out today's #CoralCoESeminar by visiting #phd candidate Diego Salgueiro from @UVIGOir. Diego researchers the #adaptation of artisanal #fisheries to #climatechange and is currently working closely with @MicheleLBarnes. 

TSV: 12pm, Rm 106, Bldg 19
Video Link UQ &amp; UWA https://t.co/8lKULdRlbz",0.0,1.0,6,1,2019-05-02T00:15:03+00:00,"check out todays  by visiting  candidate diego salgueiro from  diego researchers the  of artisanal  to  and is currently working closely with  

tsv 12pm rm 106 bldg 19
video link uq amp uwa",Neutral,-19.26639,146.80569
CoralCoE,1121584497076498433,"New #ReviewPaper out from the #CoralCoE looking at how oxygen uptake rates can be applied to predict how elasmobranch (#shark, #ray, and #skate) populations will respond to current and future anthropogenic stressors like #climatechange, #fisheries, and #ecotourism. #reef #GBR",0.0,3.0,8,0,2019-04-26T01:19:16+00:00,new  out from the  looking at how oxygen uptake rates can be applied to predict how elasmobranch   and  populations will respond to current and future anthropogenic stressors like   and,Pro,-19.26639,146.80569
CoralCoE,1072320455091019776,World-best #climatechange &amp; #coral #reef research hits no. 9 of #altmetrictop100! @altmetric @arc_gov_au @jcu #impact #innovation https://t.co/44e3IZFHur @ProfTerryHughes @nature @gbrmarinepark @NOAA @Science_Academy #GreatBarrierReef https://t.co/8py7EDQZph,0.0,9.0,8,0,2018-12-11T02:41:33+00:00,worldbest  amp   research hits no 9 of,Neutral,-19.26639,146.80569
CoralCoE,1072219718612860931,"""The #bleaching response of #corals on the #GreatBarrierReef was
diminished in a second summer heatwave, despite higher exposure to
heat stress"" @NatureClimate @ProfTerryHughes  @MarkEakin @arc_gov_au #hope #climatechange #IYOR2018 https://t.co/QmprEPQvI7  https://t.co/36B3y8NDY1 https://t.co/aVVUIpkmhO",0.0,8.0,11,1,2018-12-10T20:01:16+00:00,"the  response of  on the  was
diminished in a second summer heatwave despite higher exposure to
heat stress",Pro,-19.2569391,146.82395369999998
CoralCoE,1072159441166970880,New study reveals there's a glimmer of hope for the world’s coral reefs @NatureClimate @ProfTerryHughes @MarkEakin @James_T_Kerry @AndySHoey @MorganPratchett @arc_gov_au @NOAA @jcu #climatechange #coral #bleaching #GreatBarrierReef https://t.co/QmprEPQvI7  https://t.co/36B3y8NDY1 https://t.co/sVSYHKXXhc,0.0,3.0,12,0,2018-12-10T16:01:45+00:00,new study reveals theres a glimmer of hope for the worlds coral reefs,Pro,-19.26639,146.80569
CoralCoE,1070552057768071168,Turning #climatechange from a ‘tragedy of the commons’ to positive action - latest from @JoshuaCinner &amp; colleagues @NeilAdger &amp; Katrina Brown @UniofExeter @jcu #SocialSciences https://t.co/g6TZs01Q9A  https://t.co/HTbEmhnOM7 https://t.co/ZYYqjUz1JU,0.0,4.0,5,0,2018-12-06T05:34:35+00:00,turning  from a tragedy of the commons to positive action  latest from  amp colleagues  amp katrina brown,Pro,-19.26639,146.80569
CoralCoE,1069738012995538944,"Thanks to #DECRA award, Dr Michele Barnes will explore the question 'how much do friends matter in #climatechange response?' @arc_gov_au  #behavior #socialsciences @jcu @MicheleLBarnes  https://t.co/rpqyIoEy8S https://t.co/kzHa9sqxxH",1.0,2.0,16,0,2018-12-03T23:39:51+00:00,thanks to  award dr michele barnes will explore the question how much do friends matter in  response,Pro,-19.2569391,146.82395369999998
CoralCoE,1053179082534477826,Today's blog - Researchers head to the Coral Sea to understand conditions and trends of some of Australia’s most remote #coral #reef atolls @MorganPratchett @AndySHoey @Parks_Australia  @jcu  Image: @HugoBHarrison  https://t.co/B3OpcJ6R9v #climatechange #management #fish https://t.co/hCE0DWpEBH,0.0,6.0,14,0,2018-10-19T07:00:35+00:00,todays blog  researchers head to the coral sea to understand conditions and trends of some of australias most remote   atolls       image,Pro,-19.2569391,146.82395369999998
CoralCoE,1050573982997442563,"The #GreatBarrierReef ecosystem ""has collapsed…transformed into a completely new system that looks differently &amp; behaves differently &amp; functions differently, than how it was 3 years ago” @ProfTerryHughes @SenWhitehouse #IPCC  🎥@DrGregTorda https://t.co/wfej9q7ap1 #climatechange https://t.co/bNvV6CcECA",5.0,60.0,78,3,2018-10-12T02:28:50+00:00,the  ecosystem has collapsedtransformed into a completely new system that looks differently amp behaves differently amp functions differently than how it was 3 years ago,Pro,-19.26639,146.80569
CoralCoE,1049495993450881024,Kudos to the 2018 @AustSocFishBiol #ECR Excellence Award recipient - Dr Jenni Donelson @DrJDonel #fish #climatechange #womeninSTEM #research #Leadership @jcu #ASFB2018 @IYOR2018 @arc_gov_au https://t.co/KT0sLxBuwx,0.0,6.0,31,1,2018-10-09T03:05:18+00:00,kudos to the 2018   excellence award recipient  dr jenni donelson,Neutral,-19.26639,146.80569
CoralCoE,1047667240978370562,#Townsville FREE event TONIGHT -    Your chance to hear from some well known #shark experts and watch the captivating #doco making waves this month in NY. ⁦@physiologyfish⁩ ⁦@jcu⁩ ⁦@reefhqaquarium⁩ #climatechange #conservation https://t.co/k0Bf4Znul4 ⁦ https://t.co/r11MSWPGYp,1.0,4.0,4,1,2018-10-04T01:58:29+00:00,free event tonight     your chance to hear from some well known  experts and watch the captivating  making waves this month in ny,Pro,-19.2569391,146.82395369999998
CoralCoE,1047302085807501317,#ICYMI - what's so 'super' about 'super corals'? #scicomm #womeninSTEM #coral #reef #climatechange @uwaoceans @uwanews,0.0,7.0,8,0,2018-10-03T01:47:29+00:00,whats so super about super corals,Neutral,-19.26639,146.80569
CoralCoE,1047048287491170307,There's lots more where that came from -- be sure to check out our selection of talks from the #CORAL18 Symposium and Public Forum available from our @YouTube channel https://t.co/cR5lZcvcyA #coral #reef #climatechange,0.0,1.0,1,0,2018-10-02T08:58:59+00:00,theres lots more where that came from  be sure to check out our selection of talks from the  symposium and public forum available from our  channel,Neutral,-19.26639,146.80569
CoralCoE,1045586291662807040,The latest @Science_Academy newsletter is out featuring the 2018 recipient of the A.G. Huntsman Medal - Prof Terry Hughes @ProfTerryHughes @RSCTheAcademies #innovation #leadership #coral #reef #climatechange https://t.co/RQ47NEJEx3 @arc_gov_au @jcu https://t.co/ukkc2hDqXK,1.0,3.0,14,1,2018-09-28T08:09:32+00:00,the latest  newsletter is out featuring the 2018 recipient of the ag huntsman medal  prof terry hughes,Neutral,-19.2569391,146.82395369999998
CoralCoE,1040055345853263872,The work of @ProfTerryHughes and collaborators continues to gain recognition #coral #reef #climatechange @arc_gov_au @jcu,0.0,1.0,10,0,2018-09-13T01:51:32+00:00,the work of  and collaborators continues to gain recognition,Pro,-19.2569391,146.82395369999998
